article_id,year,clean_text
196,1986,sun rise wind dri eastern woodland yesterday fire crew fought renew scatter forest blaze offici said late afternoon small fire count privat forest land said rich green state forestri divis spokesman forecast today continu sunshin wind threaten increas fire hazard today weekend offici said daniel boon nation forest crew sent three
197,1986,negoti strike citi employe resum yesterday indic settlement might immin term similar discuss publicli mayor good holiday weekend includ substanti increas wage citi payment health welfar benefit citi would get author audit health welfar expenditur retain right contract citi servic privat firm import
198,1986,use mad perfectionist said john phillip toler drug addict toler peopl sing tune smile toler drug addict work time inde phillip papa john legion wean mama papa mid hit monday monday dreamin saw hospit prison rehab center around countri counsel drug
199,1986,th district court appeal issu temporari stay activ involv permit propos million trash energi plant san marco issu yesterday stay freez develop court hear appeal file oppon plant could invalid plant permit also invit counti resourc recoveri associ plant develop file brief appeal opportun compani date
200,1986,victori union member arbitr panel rule oper three mile nuclear plant abl begin random test employe drug use three member panel meet philadelphia wednesday call propos drug test plan gpu nuclear corp evas violat due process employe rule affect tmi employe member intern brotherhood electr worker
201,1986,london five woman one man swim relay team complet first three time cross english channel yesterday channel swim associ announc relay team includ suzann heim swam england franc back england back franc hour minut spokesman associ said first relay team success swim channel three time one outing spokesman said heim member
202,1986,gerald rigg rush yard touchdown mick luckhurst kick four field goal sunday help atlanta falcon rediscov win touch defeat lo angel ram falcon come loss philadelphia last week improv best start year histori ram tie nfc lead atlanta come fell rigg yard touchdown run left first half gave
203,1986,pollut control board vote today rule curb airplan nois could drastic curtail oper hare airport impos stiff fine citi chicago oper hare reach board propos nois standard board studi said percent oper airport would curtail compet interest citi airlin travel homeown busi oper understand abl
204,1986,businessman herb stonehock jr appoint today fill unexpir term board truste comanch counti memori hospit trust author appoint made board comanch counti commission resign dr robert phillip nov left vacanc term expir juli stonehock presid herb food inc said approach fellow meer resid western district counti commission wayn duti row
205,1986,met solv recent roster dilemma businesslik fashion decis ed lynch made yesterday decid sever tie met best lynch lynch trade chicago cub two minor leagu prospect difficult move side lynch depend unspectacular pitcher met struggl year eventu becam victim team success four qualiti
206,1986,san diego watercolor societi intern exhibit juri exhibit water media paint grossmont colleg art galleri grossmont colleg drive el cajon sept perus san diego watercolor societi intern exhibit grossmont colleg art galleri viewer progress tast like find haunt uneasi feel seen work somewher wonder grander purpos serv
207,1986,associ municip court judg carol lane announc seek republican nomin judg th district court lane member juvenil probat commiss chairman elect juvenil section houston bar associ member client secur fund committe state bar graduat univers houston law school mug carol lane
208,1986,individu goal achiev mean littl unless collect effort end threat nuclear holocaust two commenc speaker told graduat ucsd yesterday morn address graduat univers muir colleg former governor edmund pat brown said optimist human abil end hunger cure diseas bring econom prosper howev said futur uncertain
209,1986,macarthur brad krous upset fail recov fumbl end zone late game triniti panalti gave macarthur anoth chanc went win photo cutlin text dmn john rhode locat nr
210,1986,feel year old son david might gift start young age seem exceed children understand complex subject insati curios find read parent guid rais gift child jame alvino littl brown book help determin whether child gift partial list look includ verbal facil good memori complex think curios
211,1986,three albani polic offic injur saturday night fight linda blue bayou bar topless dancer saw three men arrest divis polic said offic kevin burk taken st peter hospit evalu possibl fractur arm late saturday night polic said offic charl geyer terri nopper transport albani medic center hospit nopper treat broken finger albani medic center hospit
212,1986,ake take weight spring season bare spare sensual chic buzzword year bodi conscious us translat diet lettuceand cottag chees back good foundat garment look spring full maximum exposur skinshow year style rang bosom hug bandeau bustier snug sarong skirt ride coolli hip midriff
213,1986,highlight monday suprem court action rule decis said judg violat defend right cross examin wit murder trial error may sever enough justifi throw convict vs robert van arsdal rule unanim secretari energi may make hydroelectr power rate effect upon interim confirm approv even though rate subject
214,1986,fez morocco moslem nation declar firm solidar yesterday libya express fear militari attack unit state israel alleg support terror resolut pass member islam confer organ meet condemn aggress escal part intern imperi zionist entiti moammar khadafi govern unit state name zionist
215,1986,nine children woman left home overnight unf unsupervis remain protect custodi author consid whether return mother houston polic sergeant said friday file charg woman juvenil sgt boon said conclud would better woman counsel harri counti children protect servic attempt prosecut said would difficult
216,1986,asset money market mutual fund rose billion billion latest week base invest compani institut report thursday second week row three categori reflect increas asset institut fund jump billion billion asset broker dealer fund rose million billion asset gener purpos fund increas million billion donoghu organ
217,1986,summit chermak aloi akron thursday kertesz funer home feeman charl cuyahoga fall thursday mcgowan reid santo funer home knutson edith formerli akron thursday eckard baldwin funer home peter gerhard akron thursday billow funer home portag lemast clari fay windham formerli kent thursday mallori dehaven funer home garrettsvil
218,1986,helplin assist betti smith obtain refund return item starcrest help nanci mckelvey book order museum fine art boston gene tharp custom effort obtain refund pay betti smith problem starcrest resolv seem matter left hand know right hand mr smith roswel resid order worth merchandis
219,1986,calori spice tea cup instant tea nutrasweet lemon tub nutrasweet tang tsp ground cinnamon tsp ground clove mix ingredi store airtight contain use mix tsp one mug hot water stir mixtur well time use make good gift diabet calori approxim calori per serv categori drink categori holiday categori
220,1986,de paul univers sign five year agreement play home basketbal game rosemont horizon blue demon compil record past six season school offici say
221,1986,wildlif expert chattahooche natur center mix feel mani call receiv care bird wildlif winter natur center employe know feed raccoon wildlif caus unnatur depend anim instinct scaveng vittl nov natur center conduct annual fundrais sell bird seed variou size packag year seed avail
222,1986,arthur davi chairman democrat parti announc today step post held past month parti offici said friday davi senior partner state largest law firm said would wait today regular parti meet announc intent parti offici said davi say unlik run barb leach serv parti vice chairman sinc said friday
223,1986,township committe last night agre make minor chang tent contract agreement reach novemb local polic repres policeman benevol associ pba local request alter agreement gave offic rais percent last year percent year committe member readili agre request last night caucu meet committeeman denni lindsay said pba repres
224,1986,nation news confer beam charlott via satellit plan parenthood feder america releas poll result indic half nation young peopl sex without regular birth control poll conduct loui harri associ said figur show clear need easi avail contracept teenag well better sex educ base poll result
225,1986,palm beach counti commiss tuesday approv extra two cent gasolin tax countywid start sept money go transport project accept day option buy acr jupit beachfront vote back away purchas unless million ask price lower defer two month applic telesat cablevis countywid cabl tv franchis pass amend counti zone ordin
226,1986,offic captur wild dog last weekend ask resid lookout three wild canin attack small pet sicomac avenu area chief donald stapleton said last night polic receiv two dozen phone call sinc sept resid russel sicomac avenu william way cedar hill avenu spot canin dog stray far thickli wood four acr tract attack
227,1986,overview grain provis farm program releas recent depart agricultur loan rate establish market clear level loan rate reduc gramm rudman cut feed grain percent acreag set asid addit govern pay bushel averag yield percent extra acreag voluntarili set asid loan rate feed grain program
228,1986,joseph whalen ninth st formerli girardvil die monday good samaritan hospit retir supervisor state bureau wage record member st patrick church surviv son joseph jr pittsburgh three daughter mari ellen selinski pottsvil joann haertsch swiftwat louis shearn girardvil brother william hershey seven grandchildren two great grandchildren
229,1986,investor group led secur firm painewebb inc said yesterday agre buy nation car rental system inc household intern inc million cash separ household said director also author compani buy back million share period purchas open market privat transact investor group agre buy nation car rental also includ fidelco capit
230,1986,pope john paul ii visit eight southern western citi celebr outdoor mass take part interfaith servic meet jewish leader visit unit state septemb nation confer cathol bishop said yesterday announc pope plan return unit state follow step taken recent month vatican offici american churchmen perceiv liber view social sexual
231,1986,mr forrest allentown die tuesday allentown hospit widow royc forrest born allentown daughter late chauncey helen ritter diehl surviv sister beatric wife kenneth keck bethlehem servic conveni famili trexler funer home highland st allentown
232,1986,thibodaux low point nichol state basebal season last year back back past deliv lsu colonel went baton roug wrap share gulf star confer championship return loss even doubl header alex box stadium word colonel know good rank tiger result troubl get mental readi wednesday return
233,1986,state physic plant employe come rescu sun devil erect goalpost time saturday night game wichita state student tore goalpost end zone sun devil stadium last week follow sun devil victori clinch berth rose bowl state extra goalpost howev school offici approach physic plant worker monday told one could
234,1986,today thursday aug rd day follow moon move toward last quarter morn star mercuri jupit even star venu mar saturn born date sign leo includ illustr aubrey beardsley jazz musician william count basi mysteri novelist anthoni boucher britain princess margaret age basketbal star wilt chamberlain
235,1986,damin aviat propos execut heliport reject board commission friday step taken thwart futur propos state depart transport offici rule damin applic state licens would issu neg public opinion damin could appeal neg vote dot state administr law judg damin receiv zone varianc hackensack meadowland
236,1986,hutton co presid chief execut offic robert rittereis told hutton employe talk shearson lehman brother inc merger two financi compani resum hutton statement said tuesday hutton said saturday merger talk shearson divis american express co end talk plan sourc close negoti said hutton want shearson pay share billion
237,1986,san francisco kenneth baldwin knew suicid horribl mistak moment hand slip rail plung golden gate bridg luck gave anoth chanc man beat odd surviv say thrill aliv urg other comtempl suicid give life anoth chanc thing go well baldwin said telephon interview home traci mile southeast san francisco
238,1986,st loui st loui cardin first baseman jack clark tore ligament right thumb slide third base tuesday undergo surgeri sidelin septemb club said wednesday clark injur thumb slide head first hit nine home run rbi clark thumb cast six week oper undergo least three week rehabilit
239,1986,hidden reason choos blue green color scheme univers huski stadium blue green often associ seattl seahawk thousand time say senior architect tom rush color pick profession color consult approv univers architectur commiss concurr administr peopl question color admit purpl gold huski
240,1986,calvari height christian school post victori denham road monday night boy basketbal action calvari wade mclean led team score point marcu bill joe taylor score point ricki willi net point calvari improv season lead scorer denham road joe romero point brent french matt mcclelan score quarter denham road
241,1986,philippin top roman cathol church offici tuesday demand independ poll watcher allow monitor next week presidenti elect effort prevent fraud statement jaim cardin sin came presid ferdinand marco campaign mindanao opposit candid corazon aquino stump town manila capac archbishop manila demand namfrel nation
242,1986,templ penn state brought intra state atlant confer women softbal rivalri allentown yesterday fourth annual carol weil memori scholarship fund game turn everybodi wound winner penn state first game inning templ took nightcap weil fund also prove winner close peopl came patriot park pleasant spring weather watch first rate collegi softbal
243,1986,glass door edmond post offic someon tape inspir poem shed tear quietli say aftermath last week massacr hope anger bind commun familiar tragedi hope compass anguish disbelief quiet tear yellow ribbon festoon mailbox lamppost tree line street peopl rush greet mail carrier flower sympathi
244,1986,democrat challeng assail rep charl pashayan calif lobbi behalf thrift industri tuesday urg incumb return campaign contribut receiv bank interest challeng john hartnett told news confer revel pashayan lobbi unit press intern report monday show pashayan ineffect touch need area said last session
245,1986,fourth instal san diego symphoni pop seri perform last night hospit point mission bay program complet one third orchestra week summer season call popular demand say noth heard far afield even casual concert goer substanti music light night star came first two intermiss perform richard wagner
246,1986,hilda heimer voic quaver tuesday ask state offici consid earmark money palm beach counti alzheim patient famili heimer among peopl attend second public hear state plan age mae volen senior center boca raton unlik other hear heimer delray beach live counti benefit propos chang way state hand feder dollar
247,1986,state rep robert henri former muskoge counti prosecutor julian fite agre monday debat oppon battl democrat nomin attorney gener men said would debat time place monday fite challeng henri announc candidaci sunday debat qualif issu race henri shawne quickli accept say comparison two candid would terrif
248,1986,free agent catcher darrel porter expect sign one three team next day agent william katzbeck said ranger favorit gnat hair ranger gener manag tom griev said interest porter price right porter made last year unlik ranger would give much year slaught backup porter hit last year st loui could valuabl
249,1986,commission court approv refinanc million revenu bond harri counti psychiatr hospit due complet novemb counti auditor flack told court tuesday counti choic refin bond sinc effort pay construct cost sell desert center pavilion fail counti attempt sell pavilion holcomb braeswood near medic center complex legal
250,1987,american higher educ know export japanes univers help start first intern manag master busi administr program japan reveal monday dartmouth colleg amo tuck school busi hanov help intern univers japan get graduat school intern manag run japan mba program mark first time japan turn american busi school
251,1987,feder govern obtain million settlement lawsuit stem collaps queen citi save loan associ seattl feder save loan insur corp file suit claim question loan queen citi led collaps requir fslic bailout cost least million return million settlement intern insur co fslic agre drop claim insur
252,1987,manila philippin junior offic littl money plenti imagin sell fraudul coup plot support oust ruler ferdinand marco militari offic say way make money said arm forc spokesman col honesto isleta easi identifi peopl involv coup see drive car isleta said offic need money cook coup plot presid corazon aquino sell idea marco
253,1987,trident nuclear submarin uss return sea one month drydock repair vital link power train navi offici said yesterday main problem found ton sub reduct gear subassembl replac naval submarin base bangor said lt ken ross navi news desk reduct gear unit vital part propuls system transfer power sub turbin
254,1987,top movi box offic distributor last week gross number week releas total gross lethal weapon warner bro million three week million burglar warner bro million one week million platoon orion million week million nightmar elm street iii line cinema corp million four week million tin men touchston million three
255,1987,four girl kept promis show high school prom wear tuxedo jacket leotard tight school kept promis let twin shelli sheila fisher anoth set twin denis darci holt even come close danc secur guard approach car drove park lot saturday night advis could arrest crimin trespass
256,1987,interscholast leagu honolulu champion honolulu st loui high play oahu interscholast leagu associ champion waiana saturday
257,1987,mayor thoma mcdermott said tuesday back downtown mini mall loan tax abat necessari press confer former penney co build hohman avenu sibley boulevard mayor said combo casual corner good downtown would support loan tax abat firm request go cooper percent compani said organ compos investor
258,1987,reggi holli score point three starter score doubl figur lead rio hondo colleg victori visit marymount palo verd wednesday southern athlet confer action marymount within five point halftim outscor second half marin reach half way mark scac season six loss mani game play matador defens said marymount coach jim masterson
259,1987,toronto montreal alouett proud canadian footbal leagu team teeter brink financi collaps sever year fold wednesday decis fold montreal franchis difficult one manag club cfl commission doug mitchel said prepar statement news confer leagu headquart mitchel said jim hole norm kimbal alouett owner took team three
260,1987,alic wang paramu protect ball tight defens carla germinario holi angel staff photo daniel richard alic wang paramu protect ball tight defens carla germinario holi angel
261,1987,read black syracus promis realiti american citi hart seeli promis must make mani black syracusan feel hopeless state gener feel one anger confus depress anger promis black high school student left degrad aspect heartbreak statist black commun syracus confus citi syracus feel enorm
262,1987,controversi feder propos would requir gulf coast shrimper instal devic trawl prevent net endang turtl discuss monday attorney gener eight state meet attorney gener ed pittman name chairman special committe appoint nation associ attorney gener said group discuss depart commerc regul could caus seriou problem shrimp
263,1987,defend ncaa champion name top team associ press preseason women colleg basketbal poll monday first time volunt rank preseason sinc coach pat summitt team receiv first place vote point nationwid panel women coach think rank reward summitt said recogn differ team year know
264,1987,brown willard tuesday funer today schoeding east cassidi cora wednesday funer saturday heritag templ freewil baptist church woodyard cochran daniel yesterday funer monday woodyard derr horac tuesday funer saturday shiloh baptist church diehl whittak grove florenc flo wednesday memori servic saturday jerri spear hall william
265,1987,citi worker pump water storm drain first avenu beach drive friday test system make sure back greas leak system complet flush citi worker pump water storm drain first avenu beach drive make sure back greas leak system complet flush
266,1987,time restraint permit food editor ann criswel assist lesli watt answer question hear comment reader tuesday recip request answer recip quest column mani question answer harri counti extens servic home economist dial dietitian associ milk produc inc nutrit consult suggest pleas drop us line includ address daytim ph
267,1987,danni kay comedian whose stage screen antic endear audienc half centuri whose concern world sick hungri children earn global respect die tuesday
268,1987,unit press intern astronaut salli ride unveil plan monday six astronaut make quick one year round trip sprint mission mar start earli year propos would shave year two previou estim durat man flight red planet back make feasibl medic standpoint three soviet alreadi spent eight month space mar initi one four advanc
269,1987,summit leader arriv blare trumpet courtyard doge palac presid reagan made goodwil trade gestur japan yesterday warn iran bluf possibl retali missil persian gulf even leader seven major industri democraci sat first time th annual summit reagan made clear seek alli support strong stand iran threat instal missil batteri
270,1987,navi david robinson colleg basketbal player year said sure whether tri play nation basketbal associ next season wait play pan american game team summer olymp team next summer enter nba season wait two year could enter leagu free agent bargain team choos robinson five year servic commit navi reduc
271,1987,thoma hearn tri becom first boxer win titl four weight class fight juan domingo roldan tonight stake world box council middleweight championship becam vacant sugar ray leonard tire set marvel marvin hagler last april hand hearn bid make histori leonard stop hearn th round battl undisput welterweight championship
272,1987,uncc sign third basketbal recruit earli sign period thursday land guard henri william indianapoli acc walter william forward templ hill md sign henri william chose uncc xavier state marquett western think henri william versatil explos player mold uncc guard byron dinkin er coach jeff
273,1987,health million american jeopardi lax control local govern epa ozon pollut coalit environment health group charg yesterday million peopl expos level ozon potenti caus long term health effect said dr alfr munzer professor medicin georgetown univers presid lung associ dr munzer spoke news confer sponsor non profit nation
274,1987,airman charl johnson son howard joann johnson firwood dr graduat air forc basic train lackland air forc base graduat northland high school michael bainer son betti bainer jack bainer westervil promot first lieuten air forc bainer pilot altu air forc base okla th air refuel squadron graduat westervil high school armi
275,1987,citi council select architect manni palma serv member citizen committe review citi gener plan council also appoint earl william citi senior citizen advisori board council design mission avenu street mean citi remov yield stop sign effort improv traffic flow major east thoroughfar
276,1987,take one day announc end year boycott coor beer labor hispan leader said thursday fresno afl cio presid lane kirkland announc wednesday labor feder end boycott coor agre interfer union organ plant coor repres said afl cio decis end boycott could help coor posit fresno market think posit said todd howerton vice
277,1987,boston robert parish sustain three person foul first minut action celtic coach jone decid send greg kite bill walton jone went kite walton limit mobil foot injuri also jone said greg kite knew play better good box bill practic us much walton play final second second quarter kite start third quarter
278,1987,attorney mormon church ask dekalb counti judg morn dismiss church corpor presid cop defend lawsuit file parent year old retard girl die beat inflict foster parent parent tiffani richin file million lawsuit seek damag man convict involuntari manslaught death also church latter day saint place
279,1987,martin counti commission discuss propos today would set cap number build martin counti way accur plan growth counti commun develop director robert alcott call propos cut edg growth manag techniqu fast grow commiss chairman tom kenni came idea place limit number unit residenti commerci could built within counti seven
280,1987,prematur wave championship banner golden high school nonetheless prove life hanford bullpup yosemit leagu basebal trailblaz wyl half game better hanford leagu five time defend champion importantli golden alreadi regist win year favorit hanford redwood first leagu three round sweet would visalia school land
281,1987,beatl citi exhibit chart rise fall fab four play exclus organ say hope liverpool import hit unlik day scream beatlemania mellow rever mood reign visitor walk past relic john paul georg ringo wrap progress beatl hit exhibit begin group adolesc stage complet reproduct late john lennon childhood live room
282,1987,white supremacist group grant permit hold march april coloni height citi manag robert taylor said grant permit yesterday richmond unit southern nation front organ discuss taylor hold march april day unit southern christian leadership confer plan march coloni height purpos sclc march protest alleg discrimin black
283,1987,servic ralph campetti st schnecksvil die friday lehigh valley hospit center tuesday kohut funer home front st allentown divin liturgi follow st mari ukrainian orthodox church allentown call hour tuesday servic
284,1987,lawyer say stagger inequ amount money given differ school district still exist despit school formula aim close gap decad financ reform fail give children poorer area qualiti educ student wealthier neighborhood brief file state suprem court east palo alto commun law project say law center file brief friday behalf ravenswood citi school
285,1987,man three children kill earli today traffic accid blame allegedli drunken driver travel mph four other injur two critic three car crash central lo angel street author said driver polic blame accid custodi martin luther king jr drew medic center report stabl condit polic plan book man investig murder said lo angel
286,1987,task forc self esteem ridicul doonesburi veto governor set shop yesterday premis make peopl feel good help stamp drug crime scout parti rest us assemblyman john vasconcello whose bill creat task forc told panel upbeat first meet lead state human frontier three year task forc
287,1987,eugen bousquet main street owner oper gene shoe repair shop lakewood section warwick year retir die sunday kent counti memori hospit ill husband iren leveille bousquet born warwick son late alfr elis larocqu bousquet besid wife leav two son denni eugen bousquet coventri three daughter netti laurin
288,1987,parent navi enlist man murder mideast airlin hijack urg germani yesterday make hostag deal would free man accus kill son terrorist upper hand ask richard stethem yesterday son robert dean stethem waldorf md appar singl murder hijack member navi appeal american peopl
289,1987,habib bourguiba tunisia one time suprem combat presid life final pioneer world aros ash western european coloni year power depos younger man instal prime minist bourguiba victim common third world pattern refus make allow orderli time transfer power man zine abidin ben ali former militari intellig offic train
290,1987,excav work start recent basebal intramur sport field purdu univers central westvil acr southern edg campu hous sport complex includ basebal diamond suitabl intercollegi club sport competit outfield may also use intramur touch footbal soccer first formal sport field develop campu sport facil avail three outdoor tenni court
291,1987,priest rabbi minist ask offici today mass funer unidentifi victim psa flight crash dec kill aboard famili victim flown special charter flight taken gravesit individu limousin said samuel douglass mortician coordin funer arrang interdemonin servic priest rabbi minist douglass said
292,1987,region dougla ariz four worker wednesday cast last copper pour phelp dodg corp age smelter shut pollut control would costli instal around
293,1987,columnist ann gerber snivel attack rep henri hyde ill simpli wrong rep hyde record charg rep hyde consist record deni women children handicap poor even meager benefit column oct fact michael baron almanac american polit page state hyde gone way support program improv children nutrit chanc life took lead push bill
294,1987,blue light special harri cunningham creator mart store say snicker heck asham em sale gimmick first slip american cultur flash blue light way start red light word attent mart shopper alert custom daili bargain discount chain store quarter centuri
295,1987,editor respons curb gun dr richard weiskopf syracus nra member gun hand crimin never stop far doctor comment wait period background check etc appar realiz anyon purchas handgun goe procedur legal purchas speak exp michael proson syracus
296,1987,st circuit court appeal panel wednesday agre decis lower court affirm legal valid sale million revenu bond financ east baton roug parish sewerag improv appel court held district judg william brown correct last decemb reject alleg brought suit taxpay frank smith smith challeng valid revenu bond intend financ construct
297,1987,seoul night fierc clash central seoul lay polic sieg today student radic press anti govern protest sever hundr student camp second night behind metal wooden barricad set along street lead myongdong cathedr center roman catholic korea yesterday earli today engag period pitch battl thousand riot policemen ring
298,1987,interior plant add grace eleg pizazz live home proper select plant accent posit architectur featur hide neg one direct traffic beauti statement one versatil sturdi group interior plant palm palm found meet almost need easier care mani type housepl live even hostil situat
299,1987,newport beach calif sherwood bailey red hair freckl face member film mischiev gang grew becom civil engin die bailey appear spud nearli dozen popular movi short went part mani parent young thoma edison die thursday th birthday said wife ruth suffer cancer attend colleg long beach stint
300,1987,wednesday highlight men jimmi connor marti davi women martina navratilova claudia porwik steffi graf adriana villagran chri evert sara gomer today key match men bori becker vs peter doohan women martina navratilova vs etsuko inou chri evert vs laura golarsa tv hbo highlight
301,1987,counti take chanc businessman harril jone plan renov old ashley junior high lose offer properti counti manag phil hine said wednesday jone plan announc tuesday call rais million donat restor ashley auditorium perform art center suggest counti citi govern school system work togeth restor oper rest complex
302,1987,alpin counti supervisor tuesday call congression deleg order investig forest servic bureau land manag handl disastr fire woodford last month think respond right way want investig said john bennett chairman board tri find fault mani believ delay respons let get hand
303,1987,sacramento resid will pay penni sale tax help make easier get go recent public opinion poll show survey conduct bee televis station kcra teichner associ inc last week found percent sacramento area resid support rais sale tax one cent pay transport improv sale tax cent dollar percent respond
304,1987,presid reagan say still know detail transact arm sold iran part profit divert contra appar reagan want know detail go rais price person put swiss bank account long matter common knowledg public record tower commiss report diagram money player testimoni
305,1987,lt gov dougla wilder richmond mayor roy schedul speak meet associ commun action agenc held today thursday holiday inn downtown franklin st speak repres state anti poverti agenc dinner tomorrow even wilder speak thursday morn ljc
306,1987,famili former specul ivan boeski spent million subsid citi televis station control keep properti financi afloat feder document show boeski wife seema plead feder commun commiss let kgmc tv channel keep broadcast licens face investig transfer station control stock seema boeski told fcc station gener manang ted
307,1987,trial robert murray former top aid governor dipret began yesterday district court bank mortgag offic admit made mistak review murray mortgag murray charg file fals document obtain mortgag hous mortgag financ corpor build hous debbi drive cranston mortgag violat rihmfc rule murray interest anoth hous
308,1987,scene sound oh familiar kendal homeown face develop metro commiss hear time scenario twist develop want build shop center instead plan mini warehous six acr triangular shape parcel adjac bent tree elementari school surround commun home townhous homeown upset even though land zone commerci develop
309,1987,add coach bill frieder grow list peopl think talent depth coach captur ncaa colleg basketbal championship whale team frieder said saturday tar heel advanc east region semifin victori frieder wolverin charlott think well tar heel play notr dame
310,1987,ruth walsh oliv st telephon oper england telephon co year retir year ago die yesterday st joseph hospit provid six month ill widow edward walsh born sturbridg mass daughter late charl elizabeth quinn senior move east provid smithfield nine month ago mr walsh past presid auxiliari mend hobson post
311,1987,photo cutlin open soon scott hen top dewayn johnson work taco bell open nov indian boundari road chesterton squar foot restaur seat restaur employ peopl jeff white director oper taco enterpris inc benton harbor said restaur second compani part pizza hut restaur post tribun photo jim mcgill
312,1987,sacramento king guard franklin edward forc miss next two week play tender right foot edward miss first game season stress fractur foot play four effect game club sit saturday win detroit piston sore examin sunday morn team doctor jay rodrigo decid best cours action would hold edward
313,1987,southwest region chapter american jewish congress approv plan establish task forc commun develop broad base structur better deal anti semit religi intoler chapter presid steve gutow said sunday format committe group small town give resid attent need deal humanitarian church state separ issu gutow dalla lawyer attend th
314,1987,heatherton case drop spring valley drug charg entertain joey heatherton drop follow judg rule search handbag reveal less gram cocain unconstitut ramapo town justic arnold etelson rule heatherton advis could refus search bag night arrest allegedli assault former lover busi manag jerri fischer
315,1987,student sit one cook instructor marcia fox class explain sign even grill poach saut bake fish live east coast life fish restaur peopl overcook fish explain fox founder world cuisin cook school alexandria va one simpl way avoid overcook remov fish pan soon done even pan remov heat
316,1987,middletown borough council last night gave tent approv million budget hold line tax present spend propos year increas plan polic fire depart code enforc emerg prepared health sanit librari garag electr depart properti mainten zone hear board fire marshal council propos cut
317,1987,author regist nurs barbara dossey dalla speak stress bedsid sept baton roug gener medic center social hour preced lectur sponsor greater baton roug area chapter american associ critic care nurs although free lectur primarili health care profession interest critic care nurs member public also take care critic ill patient invit attend
318,1987,alvin last year viru claim percent georg smith heart function alvin man afraid disput brazoria counti univers medic branch indig care contract could claim life care contract want live smith year old disabl custodi contractor said wednesday liter put gun head bad heart kept pump treatment medicin receiv
319,1987,stanley saylor chief counti assessor howard cum jr public affair repres caterpillar inc plant announc candidaci counti commission saylor cum seek two republican nomin may primari saylor red lion rd chief assessor seven year respons assess tax map reassess offic tax claim bureau graduat
320,1987,cell count inmat check week rock mountain state prison otay mesa oct capac prison offici plan keep prison full three month give staff time break streamlin procedur usual overcrowd delay januari prison transfer bring rock mountain popul close citi beat san diego heart associ creat six exhibit reuben fleet scienc
321,1987,jacksonvil citi board educ began make prepar tuesday night replac jacksonvil school superintend charl nunn said retir next spring year job nunn said morn plan hand resign januari said retir person reason plan spend much retir travel school board presid dr bruce cunningham told sever
322,1987,largo parent may soon pay citi sponsor child care program largo recreat park depart offici ask citi commission approv fee increas week summer camp session semest school care lynn sordel depart director said increas necessari allow citi hire addit employe thu lower five leader child ratio requir pinella counti
323,1987,militari investig said friday got iraqi assur safeguard anoth air assault american warship persian gulf declin say reveal result probe may missil attack uss stark rear adm david roger refus say whether team question iraqi pilot respons fire uss stark kill sailor wound step roger said monday vital
324,1987,nearli million commun improv grant sent local part commun develop block grant program feder financ program administ state depart hous commun develop accord gov gerald balil grant design creat maintain job provid improv water sewer servic individu rehabilit hous unit
325,1987,pregnant tampa woman arrest babi sell charg jacksonvil coupl offer buy child cooper author joi silverthorn arrest saturday coupl author would identifi met jacksonvil intern airport turn silverthorn first payment babi author said instead turn silverthorn investig state attorney
326,1987,gulfport miss ap year old vicksburg man sentenc saturday die lethal inject fatal shoot pizza deliveryman arthur shorter may god merci soul may rest arthur shorter peac circuit judg john elli told clandler clemon verdict announc clemon convict harrison counti juri thursday capit murder robberi slay shorter eight woman four man juri spent almost
327,1987,construct hometown inn america luci avenu derri twp near complet motel expect open end month accord spokesman real estat inc develop project million build two stori unit motel sub level park check locat next intern hous pancak full part time worker expect employ accord spokesman thoma
328,1987,inspect aim stop bathhous patron engag sex spread aid halt follow court decis limit lo angel counti author enforc aid prevent measur establish supervisor pete schabarum said tuesday schabarum call board supervisor scrap surveil program design prevent bathhous patron engag varieti sex act believ high risk transmit aid viru
329,1987,christma harvest home home tour held dec lincoln five home featur tour rang year old vari style quaint countri look modern contemporari featur home includ bob lynn neal home forest hill road charl charlott bennett chautauqua wood david marcia hirst ninth street jim man walnut st mr mr frank wilhit
330,1987,whether histori record tuesday sign soviet treati ban intermedi rang missil dramat breakthrough peac anoth instanc detent follow disillus time tell grow momentum peac countri undeni power forc administr clearli respond public yearn reduc anxieti nuclear annihil reagan administr given assur treati
331,1987,mayor diann feinstein san francisco labor leader yesterday announc million special pay rais citi worker job domin women minor feinstein propos pay long await compar worth increas dig citi budget reserv restor residenti util tax possibl trim citi servic two year agreement appli citi employe includ mani school
332,1987,led way tuesday night tens moment near end win east high school boy star basketbal game terri massey myer park score point lead seven player doubl figur major geer chapel hill east game top scorer two three pointer comeback effort trim lead afrom four point team play
333,1987,davi calif veterinarian univers perform emerg surgeri hors char smell drift dead night oper room one vet step outsid investig first thought layer fog hug san joaquin valley floor actual cloud smoke nearbi construct site million livestock lab plan uc davi burn campu firefight arriv
334,1987,author bombard call peopl claim parent six dishevel children found member cult offici said sunday still know littl group latest clue contain memorandum sent author weekend man claim assist care children memo written gardner terrel said own hous polic said use
335,1987,tree hous man mark tucker said wednesday readi negoti st loui park offici meet build code reopen tree hous public citi court order tuesday prohibit anyon tucker famili use tree hous hennepin counti district court judg daniel hart order also prohibit addit level tree hous tucker recent ad two deck citi manag jim brimey
336,1987,marietta citi council announc name two marietta citi school board member council wednesday meet accord bruce shaw citi council member chairman educ committe list applic includ end articl marietta citi council announc name two marietta citi school board member council wednesday meet accord bruce shaw citi council member chairman educ
